Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du d�partement;Nom de la r�gion;Commentaires;Nom de la borne
Révéo;Avenue Du 11 Novembre 34400 MONTAGNAC;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.4804639,3.48299444;Montagnac;GARD;OCCITANIE;;B138
Révéo;Parking Du Théâtre 34340 MARSEILLAN VILLAGE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.3537167,3.530308333;Marseillan;GERS;OCCITANIE;;B139
Révéo;Av Jean Moulin 34500 BEZIERS;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.34787405,3.222073317;Béziers;HERAULT;OCCITANIE;;B140
Révéo;Parking Place Gabriel Péri 34110 LA PEYRADE FRONTIGNAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.4258556,3.727227778;Frontignan;HERAULT;OCCITANIE;;B141
Révéo;Parking Du Stade 34270 CLARET;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.8604222,3.904602778;Claret;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR;;B142
IRVE ISTRES;Sous Prefecture 13118 ISTRES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.502362,4.98941;Istres;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B143
IRVE ISTRES;Centre Commercial Pr?dina 13118 ISTRES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.492849,4.986036;Istres;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B144
IRVE ISTRES;Des Arnavaux 13118 ISTRES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.513976,4.990532;Istres;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B145
IRVE ISTRES;Halle Polyvalente Rassuen 13118 ISTRES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.494604,4.974202;Istres;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B146
MOBILOIRE;1 rue du ney;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.415808,4.516126;La Valla-en-Gier;LOIRE;AUVERGNE-RHONE-ALPES;;B147
MOBILOIRE;Place marcellin champagnat;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.282935,4.395056;Marlhes;LOIRE;AUVERGNE-RHONE-ALPES;;B148
borneplus;Rue Ferraillette 83870 SIGNES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.29057,5.862383;Signes;VAR;PROVENCE-ALPES-COTE D'AZUR;;B149
borneplus;50 Corniche de la Coudouliere 83140 SIX FOURS LES PLAGES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.09991,5.811991;Six-Fours-les-Plages;VAR;PROVENCE-ALPES-COTE D'AZUR;;B150
borneplus;Saint-Eloi 83300 CHATEAUDOUBLE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.597875,6.450228;Châteaudouble;DROME;AUVERGNE-RHONE-ALPES;;B151
borneplus;Rue De La Republique 83170 LA CELLE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.39442,6.039215;La Celle;ALLIER;AUVERGNE-RHONE-ALPES;;B152
borneplus;Condamine 83570 CORRENS;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.48513,6.08065;Correns;VAR;PROVENCE-ALPES-COTE D'AZUR;;B153
borneplus;4 Avenue des Marthes 83830 FIGANIERES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.571181,6.497017;Figanières;VAR;PROVENCE-ALPES-COTE D'AZUR;;B154
borneplus;Avenue Mal De Lattre De Tassigny 83390 CUERS;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.236609,6.073719;Cuers;VAR;PROVENCE-ALPES-COTE D'AZUR;;B155
borneplus;Place de la Mairie 83600 LES ADRETS DE L ESTEREL;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.525115,6.813964;Les Adrets-de-l'Estérel;VAR;PROVENCE-ALPES-COTE D'AZUR;;B156
borneplus;133 Boulevard du Rayol 83600 BAGNOLS EN FORET;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.536283,6.699922;Bagnols-en-Forêt;VAR;PROVENCE-ALPES-COTE D'AZUR;;B157
borneplus;7 Avenue de Fontaine Marcellin 83136 NEOULES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.311571,6.012054;Néoules;VAR;PROVENCE-ALPES-COTE D'AZUR;;B158
borneplus;Parking Du Ch?teau 83840 BARGEME;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.729968,6.571085;Bargème;VAR;PROVENCE-ALPES-COTE D'AZUR;;B159
borneplus;Place Du Clos 83440 MONTAUROUX;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.617906,6.765235;Montauroux;VAR;PROVENCE-ALPES-COTE D'AZUR;;B160
borneplus;01-03 Boulevard de la R?publique 83260 LA CRAU;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.148347,6.074581;La Crau;VAR;PROVENCE-ALPES-COTE D'AZUR;;B161
borneplus;Place De La Liberation 83670 VARAGES;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.597668,5.960407;Varages;VAR;PROVENCE-ALPES-COTE D'AZUR;;B162
Alizé Liberté;Rue de la basilique 76240 BONSECOURS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.421737,1.123004;Bonsecours;SEINE-MARITIME;NORMANDIE;;B163
Alizé Liberté;Rue Pierre Saint Georges 76410 SAINT AUBIN LES ELBEUF;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.302889,1.009074;Saint-Aubin-lès-Elbeuf;SEINE-MARITIME;NORMANDIE;;B164
Révéo;Rue Alfred Nobel 34000 MONTPELLIER;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.61221,3.912565;Montpellier;HERAULT;OCCITANIE;;B165
Pass pass electrique;Rue de la Gare, Erquinghem le Sec;2;18.0;T2 - EF;payant;24/24 7/7 jours;50.615171,2.928452;Erquinghem-le-Sec;NORD;HAUTS-DE-FRANCE;;B166
Pass pass electrique;Route d'Ennetières, Escobèques;2;18.0;T2 - EF;payant;24/24 7/7 jours;50.622205,2.931303;Escobecques;NORD;HAUTS-DE-FRANCE;;B167
Pass pass electrique;Rue de l'église, Lompret;2;18.0;T2 - EF;payant;24/24 7/7 jours;50.670213,2.989537;Lompret;NORD;HAUTS-DE-FRANCE;;B168
Alizé Liberté;Parking Rue Du Vieux Bourg 45760 MARIGNY LES USAGES;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.95631,2.01551;Marigny-les-Usages;LOIRET;CENTRE-VAL DE LOIRE;;B169
Alizé Liberté;Parking Allée Claude Bernard 45770 SARAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.9508,1.87386;Saran;LOIRET;CENTRE-VAL DE LOIRE;;B170
PLUS DE BORNES;Rue Louis Martin 83420 LA CROIX VALMER;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.206738,6.569155;La Croix-Valmer;VAR;PROVENCE-ALPES-COTE D'AZUR;;B171
MOBILOIRE;348 avenue joseph gallieni;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.045686,4.052268;Riorges;LOIRE;AUVERGNE-RHONE-ALPES;;B172
MOBILOIRE;6 rue de bapaume;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.059691,4.080406;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B173
MOBILOIRE;25 place gabriel péri;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.02885,4.065983;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B174
MOBILOIRE;rue de la briqueterie;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.424274,4.32186;Roche-la-Molière;LOIRE;AUVERGNE-RHONE-ALPES;;B175
MOBILOIRE;12 rue du 19 mars 1962;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.403466,4.181135;Saint-Maurice-en-Gourgois;LOIRE;AUVERGNE-RHONE-ALPES;;B176
borneplus;Rue Du Port 68330 HUNINGUE;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.589907,7.583157;Huningue;HAUT-RHIN;GRAND EST;;B177
borneplus;Place De La Gare 68300 SAINT-LOUIS;2;22.0;T2 - EF;payant;24/24 7/7 jours;47.591037,7.556566;Saint-Louis;LA REUNION;LA REUNION;;B178
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;T2 - EF;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;GUADELOUPE;GUADELOUPE;;B179
MOBILOIRE;place des portes;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.479275,4.6473;Sainte-Croix-en-Jarez;LOIRE;AUVERGNE-RHONE-ALPES;;B180
Ecar18;Place de la Mairie - 18800 FARGES-EN-SEPTAINE;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.0732019,2.6502551;Farges-en-Septaine;CHER;CENTRE-VAL DE LOIRE;;B181
Ecar18;Rue Maurice Roy - 18000 BOURGES;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.0817266,2.4145031;Bourges;CHER;CENTRE-VAL DE LOIRE;;B182
Ecar18;Rue Blaise Pascal - 18400 ST FLORENT SUR CHER;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.004323,2.2658983;Saint-Florent-sur-Cher;CHER;CENTRE-VAL DE LOIRE;;B183
Ecar18;Le Bourg - 18270 REIGNY;1;18.0;T2 - EF;payant;24/24 7/7 jours;46.5770422,2.3515222;Reigny;CHER;CENTRE-VAL DE LOIRE;;B184
Ecar18;Place de l Eglise - 18220 RIANS;1;18.0;T2 - EF;payant;24/24 7/7 jours;47.1853353,2.6134124;Rians;CHER;CENTRE-VAL DE LOIRE;;B185
Ecar18;Place de la Mairie - 18340 ST JUST;1;18.0;T2 - EF;payant;24/24 7/7 jours;46.9923185,2.509975;Saint-Just;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;;B186
Te61;Rue Charles de Gaulle, Tourouvre 61190;2;18.0;T2 - EF;Gratuit;24/24 7/7 jours;48.586846,0.646968;Tourouvre au Perche;ORNE;NORMANDIE;;B187
AlterBase;Boulevard de Diepholz - 79100 THOUARS;3;50.0;T2 - EF;payant;24/24 7/7 jours;46.981369,-0.1979541;Thouars;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B188
AlterBase;Place des Marronniers - 79310 MAZIERES EN GATINE;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.53364734,-0.3234604;Mazières-en-Gâtine;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B189
AlterBase;rue de la Reine des Près - 79460 MAGNE;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.3169129,-0.5557142;Magné;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B190
AlterBase;Place du Drapeau - 79200 PARTHENAY;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.6477507,-0.2476458;Parthenay;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B191
AlterBase;Place de la Mairie - Mauzé-Thouarsais - 79100 THOUARS;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.976755,-0.278269;Thouars;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B192
AlterBase;Parking Salle Polyvalente - 79410 ST REMY;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.3730661,-0.5216527;Saint-Rémy;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;;B193
AlterBase;rue du Docteur George Fourr‚ - 79100 THOUARS;2;3.18;T2 - EF;payant;24/24 7/7 jours;46.98515288,-0.2109496;Thouars;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B194
TEM53;Place De La Poste 53170 MESLAY DU MAINE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.95096,-0.551923;Meslay-du-Maine;MAYENNE;PAYS DE LA LOIRE;;B195
TEM53;Le Bourg 53220 PONTMAIN;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.437891,-1.058704;Pontmain;MAYENNE;PAYS DE LA LOIRE;;B196
TEM53;Place De L'Eglise  53940 LE GENEST SAINT ISLE;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.097822,-0.886473;Le Genest-Saint-Isle;MAYENNE;PAYS DE LA LOIRE;;B197
TEM53;Avenue Auguste Janvier 53160 BAIS;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.2511046,-0.3661645;Bais;ILLE-ET-VILAINE;BRETAGNE;;B198
TEM53;Rue Albert Einstein - Parking Palindrome 53000 LAVAL;4;43.0;T2 - EF;payant;24/24 7/7 jours;48.054082,-0.740993;Laval;MAYENNE;PAYS DE LA LOIRE;;B199
TEM53;Place Du Mûrier 53400 CRAON;4;43.0;T2 - EF;payant;24/24 7/7 jours;47.848493,-0.947992;Craon;VIENNE;NOUVELLE-AQUITAINE;;B200
TEM53;Place Des Charrieres 53270 SAINTE SUZANNE;2;18.0;T2 - EF;payant;24/24 7/7 jours;48.098848,-0.351483;Sainte-Suzanne-et-Chammes;MAYENNE;PAYS DE LA LOIRE;;B201
TEM53;Place De La Mairie 53290 GREZ EN BOUERE;2;18.0;T2 - EF;payant;24/24 7/7 jours;47.873144,-0.522439;Grez-en-Bouère;MAYENNE;PAYS DE LA LOIRE;;B202
TE90;8 Rue de la Cavalerie;4;22.0;T2 - EF;payant;24/24 7/7 jours;47.6413,6.86112;Belfort;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;;B203
TE90;4-12 Voie du tram;4;22.0;T2 - EF;payant;24/24 7/7 jours;47.55742,6.85294;Châtenois-les-Forges;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;;B204
Révéo;Av. D'Andromède 31700 BLAGNAC;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.655683,1.371305;Blagnac;HAUTE-GARONNE;OCCITANIE;;B205
Révéo;Rene Cassin 31270 VILLENEUVE TOLOSANE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.52508,1.342961;Villeneuve-Tolosane;HAUTE-GARONNE;OCCITANIE;;B206
Révéo;Place Des Pradettes 31000 TOULOUSE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.581383,1.387731;Toulouse;HAUTE-GARONNE;OCCITANIE;;B207
Révéo;Caroline Aigle 31400 TOULOUSE;8;4.0;T2 - EF;payant;24/24 7/7 jours;43.56441044,1.489650607;Toulouse;HAUTE-GARONNE;OCCITANIE;;B208
DIRVE 02;Esplanade de l'Europe. rue du g�n�ral de GAULLE  02800 LA FERE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.661971,3.368606;La Fère;AISNE;HAUTS-DE-FRANCE;;B209
DIRVE 02;Rue de la Fère, devant le gymnase Gaston Joly 02100 SAINT QUENTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.50543683,3.182337838;Saint-Aubin;INDRE;CENTRE-VAL DE LOIRE;;B210
DIRVE 02;Rue Mal�zieux Briquet-D26- parking de la mairie 02870 CREPY;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.604009,3.515397;Crépy;AISNE;HAUTS-DE-FRANCE;;B211
DIRVE 02;Rue Cyrille 02450 BOUE;2;22.0;T2 - EF;payant;24/24 7/7 jours;50.007447,3.696323;Boué;AISNE;HAUTS-DE-FRANCE;;B212
DIRVE 02;Rue de l'�glise 02800 COURBES;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.684815,3.452373;Courbes;AISNE;HAUTS-DE-FRANCE;;B213
DIRVE 02;rue Jean Dormant face � la biblioth�que 02200 SOISSONS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.384683,3.3284;Soissons;AISNE;HAUTS-DE-FRANCE;;B214
DIRVE 02;Boulevard Jeanne d'Arc N�78 02200 SOISSONS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.37384,3.323617;Soissons;AISNE;HAUTS-DE-FRANCE;;B215
DIRVE 02;Place du 29 ao�t 1944 02880 BUCY LE LONG;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.390237,3.395634;Bucy-le-Long;AISNE;HAUTS-DE-FRANCE;;B216
DIRVE 02;Avenue L�o Lagrange 02100 SAINT QUENTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.84166,3.300593;Saint-Quentin;AISNE;HAUTS-DE-FRANCE;;B217
DIRVE 02;rue des remparts 02300 CHAUNY;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.612791,3.220827;Chauny;AISNE;HAUTS-DE-FRANCE;;B218
DIRVE 02;Boulevard Gambetta (parking) 02200 SOISSONS;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.377708,3.330959;Soissons;AISNE;HAUTS-DE-FRANCE;;B219
DIRVE 02;Place de l'�glise  promenade des filoirs 02470 Neuilly-Saint-Front;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.170737,3.259815;Neuilly-Saint-Front;AISNE;HAUTS-DE-FRANCE;;B220
DIRVE 02;Place Charles de Gaulle 02220 BRAINE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.3415397,3.531847316;Braine;AISNE;HAUTS-DE-FRANCE;;B221
DIRVE 02;Place Victor HUGO 02000 LAON;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.570061,3.633996;Laon;AISNE;HAUTS-DE-FRANCE;;B222
DIRVE 02;Place de la mairie 02360 ROZOY SUR SERRE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.710059,4.129075;Rozoy-sur-Serre;AISNE;HAUTS-DE-FRANCE;;B223
DIRVE 02;Esplanade de l'Europe. rue du g�n�ral de GAULLE  02800 LA FERE;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.661971,3.368606;La Fère;AISNE;HAUTS-DE-FRANCE;;B224
DIRVE 02;Parking de la Criée 02100 SAINT QUENTIN;2;22.0;T2 - EF;payant;24/24 7/7 jours;49.84773929,3.286222241;Saint-Quentin;AISNE;HAUTS-DE-FRANCE;;B225
MOBILOIRE;2 place du souvenir;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.389361,3.941955;Usson-en-Forez;LOIRE;AUVERGNE-RHONE-ALPES;;B226
Révéo;Station Service 30570 VALLERAUGUE;2;18.0;T2 - EF;payant;24/24 7/7 jours;44.080568,3.636186;Val-d'Aigoual;GARD;OCCITANIE;;B227
Révéo;Avenue Fanfonne Guillerme 30600 VAUVERT;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.687725,4.269988;Vauvert;GARD;OCCITANIE;;B228
SMOYS;AVE  HENRI BARBUSSE;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.67886,2.341583;Savigny-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B229
SMOYS;RUE MARIE CHAUVET;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.679611,2.344139;Savigny-sur-Orge;ESSONNE;ILE-DE-FRANCE;;B230
SMOYS;AVE P-V COUTURIER;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.736504,2.421105;Villeneuve-le-Roi;VAL-DE-MARNE;ILE-DE-FRANCE;;B231
SMOYS;SITE DES AIGLONS;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.659805,2.383694;Grigny;RHONE;AUVERGNE-RHONE-ALPES;;B232
SMOYS;SQUARE PIKETTY;1;22.0;T2 - EF;payant;24/24 7/7 jours;48.655582,2.386056;Grigny;ESSONNE;ILE-DE-FRANCE;;B233
MOBILOIRE;rue des roseaux;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.487993,4.437689;Sorbiers;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B234
ALTERBASE86;8, le bourg - 86410 - Saint-Laurent de Jourdes;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.39088,0.54547;Saint-Laurent-de-Jourdes;VIENNE;NOUVELLE-AQUITAINE;;B235
ALTERBASE86;Parking route de Bouresse - 86410 - Verrieres;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.41083,0.59284;Verrières;CHARENTE;NOUVELLE-AQUITAINE;;B236
ALTERBASE86;Place de la Liberte - 86290 - La Trimouille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.46695,1.04278;La Trimouille;VIENNE;NOUVELLE-AQUITAINE;;B237
ALTERBASE86;Rue des Verdoisieres - 86600 - Saint-Sauvant;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.35754,0.05509;Saint-Sauvant;VIENNE;NOUVELLE-AQUITAINE;;B238
ALTERBASE86;Place de la Liberte - 86290 - La Trimouille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.46695,1.04278;La Trimouille;VIENNE;NOUVELLE-AQUITAINE;;B239
ALTERBASE86;Parking multimodal - RN 149 - 86190 - Vouille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.64537,0.18175;Vouillé;DEUX-SEVRES;NOUVELLE-AQUITAINE;;B240
ALTERBASE86;Rue Daniel Cormier - 86500 - Montmorillon;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.43351,0.87701;Montmorillon;VIENNE;NOUVELLE-AQUITAINE;;B241
ALTERBASE86;Parking du domaine de la Bourgeoisie - 86240 - Iteuil;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.48522,0.31542;Iteuil;VIENNE;NOUVELLE-AQUITAINE;;B242
ALTERBASE86;Rue des ecoles - 86450 - Leigne-les-Bois;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.75958,0.70529;Leigné-les-Bois;VIENNE;NOUVELLE-AQUITAINE;;B243
ALTERBASE86;Rue de la croix - 86330 - La Grimaudiere;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.80673,0.01791;La Grimaudière;VIENNE;NOUVELLE-AQUITAINE;;B244
ALTERBASE86;Place Palousier - 86260 - Senille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.77956,0.61404;Senillé-Saint-Sauveur;VIENNE;NOUVELLE-AQUITAINE;;B245
ALTERBASE86;Place de la poste - 86340 - Les Roches Premaries;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.47977,0.36949;Roches-Prémarie-Andillé;VIENNE;NOUVELLE-AQUITAINE;;B246
ALTERBASE86;Place de l etoile - 86260 - Saint-Pierre de Maille;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.67931,0.84278;Saint-Pierre-de-Maillé;VIENNE;NOUVELLE-AQUITAINE;;B247
Révéo;Promenade Du Docteur Chavanette 11350 TUCHAN;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.888611,2.720278;Tuchan;AUDE;OCCITANIE;;B248
Révéo;Rue Léon Blum 11150 VILLEPINTE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.282486,2.088504;Villepinte;AUDE;OCCITANIE;;B249
Révéo;Parking Souterain Gambetta 11000 CARCASSONNE;4;22.0;T2 - EF;payant;24/24 7/7 jours;43.212687,2.3558;Carcassonne;AUDE;OCCITANIE;;B250
Révéo;Rue Du Cers - Parking Pole Santé 11700 CAPENDU;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.1855556,2.56;Capendu;AUDE;OCCITANIE;;B251
Révéo;Place Du Treil 11270 FANJEAUX;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.1852697,2.0347425;Fanjeaux;AUDE;OCCITANIE;;B252
Révéo;Rue Léon Blum 11150 VILLEPINTE;2;22.0;T2 - EF;payant;24/24 7/7 jours;43.282486,2.088504;Villepinte;SEINE-SAINT-DENIS;ILE-DE-FRANCE;;B253
Révéo;Parking Boulevard De La Douane 11560 FLEURY;2;18.0;T2 - EF;payant;24/24 7/7 jours;43.1777778,3.189722222;Fleury;SOMME;HAUTS-DE-FRANCE;;B254
E Born;Parking De La Mairie 74360 ABONDANCE;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.28074,6.720684;Abondance;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B255
E Born;Mairie 74430 ST JEAN D AULPS;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.2319364,6.6562248;Saint-Jean-d'Aulps;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B256
E Born;Faubourg Des Balmettes 74000 ANNECY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.89565,6.12307;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B257
E Born;Parking Pontet 74800 LA ROCHE SUR FORON;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.0718622,6.3050422;La Roche-sur-Foron;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B258
E Born;Rue Fernand David 74100 ANNEMASSE;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.1917492,6.234031;Annemasse;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B259
E Born;Parking Molettaz 74120 MEGEVE;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.85996,6.61474;Megève;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B260
E Born;Route de Borly 74380 CRANVES SALES;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.1845626,6.2911397;Cranves-Sales;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B261
E Born;Parking RD1206 74100 ETREMBIERES;2;50.0;T2 - EF;payant;24/24 7/7 jours;46.180096,6.2294357;Étrembières;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B262
E Born;Le Buet 74660 VALLORCINE;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.01908,6.91994;Vallorcine;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B263
E Born;Parking Pfullingen 74190 PASSY;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.9230095,6.6859975;Passy;YONNE;BOURGOGNE-FRANCHE-COMTE;;B264
E Born;Mairie 74460 MARNAZ;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.06035,6.52646;Marnaz;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B265
E Born;Eglise 74200 LYAUD;2;22.0;T2 - EF;payant;24/24 7/7 jours;46.33715,6.52257;Lyaud;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B266
E Born;All?e Jean Mermoz 74960 CRAN GEVRIER;2;22.0;T2 - EF;payant;24/24 7/7 jours;45.906397,6.0922208;Annecy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B267
E Born;Stade - Piscine 74190 PASSY;2;50.0;T2 - EF;payant;24/24 7/7 jours;45.91687,6.69832;Passy;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES;;B268
Révéo;Avenue De La Mourere 66602 RIVESALTES;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.768102,2.876438;Rivesaltes;PYRENEES-ORIENTALES;OCCITANIE;;B269
Révéo;Rue Du Souvenir Français 66160 LE BOULOU;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.526431,2.832321;Le Boulou;PYRENEES-ORIENTALES;OCCITANIE;;B270
Révéo;Rue De La Poste 66210 LES ANGLES;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.578575,2.073845;Les Angles;HAUTES-PYRENEES;OCCITANIE;;B271
Révéo;Rue Sainte Anne 66380 PIA;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.743605,2.920036;Pia;PYRENEES-ORIENTALES;OCCITANIE;;B272
Révéo;4 Av Du Canigou 66370 PEZILLA LA RIVIERE;2;22.0;T2 - EF;payant;24/24 7/7 jours;42.696325,2.768797;Pézilla-la-Rivière;PYRENEES-ORIENTALES;OCCITANIE;;B273
SYDEV;Rue Anatole France 85000 LA ROCHE SUR YON;2;18.0;T2 - EF;payant;24/24 7/7 jours;46.671021,-1.4282;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;;B274
